RowNumber,CustomerId,Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,EngagementScore,Geography_Germany,Geography_Spain,Gender_Male,AgeGroup_26-35,AgeGroup_36-50,AgeGroup_51-65,AgeGroup_65+
4024.0,15629187.0,Titheradge,535.0,38.0,8.0,85982.07,1.0,1.0,0.0,9238.35,0.0,9.306073479194966,0.0,False,False,True,False,True,False,False
3486.0,15728456.0,Martinez,604.0,33.0,3.0,0.0,1.0,1.0,0.0,42171.13,1.0,0.0,0.0,False,False,True,True,False,False,False
2456.0,15727490.0,Scott,661.0,47.0,5.0,0.0,1.0,0.0,1.0,107243.31,1.0,0.0,1.0,False,False,True,False,True,False,False
2465.0,15725818.0,Chibuzo,583.0,40.0,4.0,107041.3,1.0,1.0,1.0,5635.63,0.0,18.990300942229666,1.0,True,False,True,False,True,False,False
8699.0,15709135.0,Pirozzi,691.0,30.0,7.0,101231.77,2.0,0.0,0.0,156529.44,0.0,0.6467225799659159,0.0,True,False,True,True,False,False,False
1370.0,15722902.0,Chizuoke,652.0,50.0,8.0,125437.64,1.0,1.0,1.0,17160.94,1.0,7.309059465305205,1.0,True,False,True,False,True,False,False
6690.0,15614923.0,Nielson,630.0,41.0,7.0,107511.52,1.0,0.0,1.0,46156.87,0.0,2.3292131980960127,1.0,False,True,True,False,True,False,False
7458.0,15668889.0,Galgano,665.0,43.0,2.0,116322.27,3.5,1.0,0.0,35640.12,1.0,3.263709726293674,0.0,True,False,False,False,True,False,False
9977.0,15656062.0,Azikiwe,637.0,33.0,7.0,103377.81,1.0,1.0,0.0,84419.78,0.0,1.2245540730611586,0.0,False,False,False,True,False,False,False
1902.0,15781034.0,Mason,796.0,62.0,5.0,0.0,2.0,0.0,1.0,54871.02,0.0,0.0,2.0,False,True,True,False,False,True,False
4873.0,15645937.0,Guerin,790.0,32.0,3.0,0.0,1.0,1.0,0.0,91044.47,0.0,0.0,0.0,False,True,True,True,False,False,False
4711.0,15685653.0,Benson,585.0,40.0,3.0,162261.01,2.0,1.0,0.0,137028.51,0.0,1.1841318705729882,0.0,True,False,False,False,True,False,False
7888.0,15745433.0,Conti,716.0,30.0,2.0,205770.78,2.0,0.0,0.0,65464.66,0.0,3.143186519466847,0.0,True,False,False,True,False,False,False
1794.0,15777922.0,Afamefuna,629.0,36.0,1.0,161757.87,2.0,1.0,1.0,146371.72,0.0,1.1051094083651654,2.0,False,True,True,False,True,False,False
2875.0,15733581.0,Duncan,831.0,32.0,9.0,80262.66,1.0,1.0,0.0,194867.78,0.0,0.4118805485414339,0.0,True,False,True,True,False,False,False
6750.0,15653404.0,Aliyev,684.0,24.0,9.0,79263.9,1.0,0.0,1.0,196574.48,0.0,0.4032237387898022,1.0,False,True,False,False,False,False,False
5215.0,15709474.0,Macnamara,740.0,57.0,3.0,113386.36,2.0,1.0,1.0,65121.63,1.0,1.741120713337284,2.0,True,False,False,False,False,True,False
2246.0,15578799.0,Anayolisa,625.0,58.0,10.0,53772.73,1.0,1.0,1.0,192072.1,1.0,0.2799597132550055,1.0,False,False,False,False,False,True,False
1742.0,15742638.0,Wang,747.0,25.0,4.0,0.0,2.0,0.0,1.0,42039.67,0.0,0.0,2.0,False,False,False,False,False,False,False
1021.0,15654673.0,Onyinyechukwuka,625.0,49.0,6.0,173434.9,1.0,1.0,0.0,165580.93,1.0,1.0474264915259774,0.0,False,False,True,False,True,False,False
706.0,15580148.0,Welch,750.0,40.0,5.0,168286.81,3.0,1.0,0.0,20451.99,1.0,8.227980847788025,0.0,True,False,True,False,True,False,False
4295.0,15662203.0,Bremer,579.0,42.0,3.0,137560.38,2.0,1.0,1.0,85424.34,0.0,1.6102994732008091,2.0,True,False,False,False,True,False,False
5578.0,15726087.0,Ch'In,592.0,62.0,5.0,0.0,1.0,1.0,1.0,100941.57,0.0,0.0,1.0,False,False,False,False,False,True,False
5065.0,15671243.0,Y?,558.0,47.0,9.0,0.0,2.0,1.0,0.0,103787.28,0.0,0.0,0.0,False,False,False,False,True,False,False
8179.0,15809654.0,Hsia,707.0,46.0,7.0,127476.73,2.0,1.0,1.0,146011.55,0.0,0.8730532409714097,2.0,False,False,False,False,True,False,False
909.0,15754713.0,Rivera,685.0,31.0,10.0,135213.71,1.0,1.0,1.0,125777.28,0.0,1.075016370075978,1.0,False,True,True,True,False,False,False
9639.0,15662337.0,Baldwin,744.0,50.0,1.0,121498.11,2.0,0.0,1.0,106061.47,1.0,1.1455334766388148,2.0,True,False,False,False,True,False,False
3078.0,15673367.0,Humffray,587.0,33.0,6.0,132603.36,1.0,1.0,0.0,55775.72,0.0,2.377396160978989,0.0,True,False,True,True,False,False,False
9369.0,15670492.0,Gordon,737.0,28.0,8.0,0.0,2.0,1.0,0.0,106390.01,0.0,0.0,0.0,False,False,True,True,False,False,False
595.0,15603925.0,Greco,779.0,26.0,4.0,174318.13,2.0,0.0,1.0,38296.21,0.0,4.551718780558688,2.0,False,True,False,True,False,False,False
9479.0,15651900.0,Bergamaschi,782.0,53.0,1.0,81571.05,1.0,1.0,0.0,182960.46,1.0,0.44583733645326185,0.0,True,False,False,False,False,True,False
441.0,15782735.0,Chukwuemeka,626.0,35.0,3.0,0.0,1.0,0.0,0.0,80190.36,0.0,0.0,0.0,False,False,False,True,False,False,False
7608.0,15638751.0,Ashton,838.0,41.0,5.0,0.0,2.0,1.0,0.0,81313.51,0.0,0.0,0.0,False,True,False,False,True,False,False
4093.0,15780779.0,Ramsbotham,583.0,40.0,4.0,0.0,2.0,1.0,0.0,114093.73,0.0,0.0,0.0,False,True,False,False,True,False,False
6136.0,15624611.0,Marsden,497.0,37.0,8.0,128650.11,2.0,1.0,1.0,163641.53,0.0,0.7861654913304017,2.0,False,True,True,False,True,False,False
11.0,15767821.0,Bearce,528.0,31.0,6.0,102016.72,2.0,0.0,0.0,80181.12,0.0,1.2723125804106952,0.0,False,False,True,True,False,False,False
3777.0,15652218.0,Morrison,750.0,33.0,2.0,152302.72,1.0,1.0,0.0,71333.44,0.0,2.135051736580535,0.0,False,False,True,True,False,False,False
9002.0,15733111.0,Yeh,688.0,32.0,6.0,124179.3,1.0,1.0,1.0,138759.15,0.0,0.8949204796910353,1.0,False,True,True,True,False,False,False
3709.0,15679983.0,Garmon,565.0,34.0,7.0,0.0,1.0,0.0,0.0,74593.84,0.0,0.0,0.0,False,False,True,True,False,False,False
3781.0,15685290.0,Wall,595.0,46.0,5.0,142360.62,2.0,1.0,0.0,48421.4,1.0,2.9399744746233147,0.0,True,False,True,False,True,False,False
94.0,15640635.0,Capon,769.0,29.0,8.0,0.0,2.0,1.0,1.0,172290.61,0.0,0.0,2.0,False,False,True,True,False,False,False
9242.0,15775627.0,Gordon,509.0,35.0,8.0,0.0,2.0,0.0,1.0,67431.28,0.0,0.0,2.0,False,False,True,True,False,False,False
3950.0,15717937.0,Gibbons,554.0,43.0,5.0,99906.89,1.0,0.0,0.0,24983.39,0.0,3.998772433507482,0.0,True,False,True,False,True,False,False
5787.0,15652320.0,Woronoff,588.0,40.0,5.0,0.0,2.0,0.0,0.0,100727.68,0.0,0.0,0.0,False,False,True,False,True,False,False
4872.0,15575858.0,Bergamaschi,763.0,40.0,3.0,0.0,2.0,1.0,0.0,134281.11,0.0,0.0,0.0,False,False,True,False,True,False,False
4804.0,15610002.0,Chidubem,802.0,41.0,5.0,0.0,2.0,1.0,1.0,134626.3,0.0,0.0,2.0,False,True,True,False,True,False,False
4869.0,15661330.0,Gilbert,754.0,37.0,6.0,0.0,1.0,1.0,1.0,116141.72,0.0,0.0,1.0,False,False,True,False,True,False,False
293.0,15655774.0,Booth,583.0,27.0,7.0,0.0,2.0,1.0,0.0,51285.49,0.0,0.0,0.0,False,False,True,True,False,False,False
7890.0,15718572.0,Willis,600.0,57.0,9.0,138456.03,2.0,1.0,1.0,103548.25,0.0,1.3371031658848325,2.0,True,False,True,False,False,True,False
8117.0,15777901.0,Lindell,640.0,43.0,9.0,94752.49,1.0,1.0,0.0,184006.36,1.0,0.5149385872391192,0.0,True,False,False,False,True,False,False
9666.0,15745794.0,Cocci,547.0,30.0,6.0,0.0,2.0,1.0,1.0,18471.86,0.0,0.0,2.0,False,False,True,True,False,False,False
2887.0,15675328.0,Knight,449.0,37.0,6.0,0.0,2.0,1.0,0.0,82176.48,0.0,0.0,0.0,False,False,False,False,True,False,False
5562.0,15583073.0,Martin,771.0,56.0,2.0,0.0,1.0,1.0,1.0,25222.6,1.0,0.0,1.0,False,True,False,False,False,True,False
2543.0,15791102.0,Mai,549.0,41.0,9.0,95020.8,3.0,1.0,1.0,131710.59,1.0,0.7214308171361382,3.0,True,False,True,False,True,False,False
1766.0,15770101.0,Millar,766.0,43.0,6.0,112088.04,2.0,1.0,1.0,36706.56,0.0,3.0535410144395323,2.0,True,False,True,False,True,False,False
9470.0,15674573.0,Gearhart,713.0,25.0,4.0,121172.97,1.0,1.0,1.0,56268.98,0.0,2.1534212381095568,1.0,False,False,False,False,False,False,False
1878.0,15643630.0,Quaife,770.0,55.0,9.0,63127.41,2.0,1.0,0.0,185211.28,1.0,0.34083814528928646,0.0,False,True,True,False,False,True,False
1982.0,15630913.0,Rosas,476.0,62.0,1.0,105303.73,1.0,0.0,1.0,134260.34,0.0,0.7843190750218939,1.0,False,True,False,False,False,True,False
9732.0,15627859.0,Nebeolisa,607.0,29.0,7.0,102609.0,1.0,1.0,0.0,163257.44,0.0,0.6285065568432481,0.0,True,False,True,True,False,False,False
8935.0,15630641.0,Shao,846.0,37.0,6.0,127103.97,1.0,1.0,1.0,41516.44,0.0,3.0614597142791076,1.0,False,False,False,False,True,False,False
2686.0,15672115.0,Lettiere,679.0,60.0,6.0,0.0,2.0,1.0,1.0,77331.77,0.0,0.0,2.0,False,False,True,False,False,True,False
8539.0,15648030.0,Crump,731.0,33.0,5.0,137388.01,2.0,1.0,0.0,165000.68,0.0,0.832646128209119,0.0,False,True,False,True,False,False,False
3459.0,15748673.0,Nepean,770.0,37.0,9.0,0.0,2.0,0.0,0.0,22710.72,0.0,0.0,0.0,False,False,False,False,True,False,False
4542.0,15815131.0,Howells,617.0,36.0,7.0,115617.24,1.0,1.0,1.0,71519.4,0.0,1.6165631064703219,1.0,False,True,False,False,True,False,False
2179.0,15609562.0,Macdonald,774.0,43.0,1.0,116360.07,1.0,1.0,0.0,17004.14,0.0,6.8426411073357825,0.0,False,True,False,False,True,False,False
4451.0,15791191.0,Mitchell,633.0,59.0,2.0,103996.74,1.0,1.0,1.0,103159.11,0.0,1.008110014617084,1.0,False,False,True,False,False,True,False
3860.0,15694450.0,Bianchi,677.0,42.0,5.0,99580.13,1.0,1.0,0.0,21007.96,0.0,4.739888599911657,0.0,False,False,True,False,True,False,False
7625.0,15587443.0,Akudinobi,728.0,62.0,1.0,0.0,2.0,1.0,1.0,131804.86,0.0,0.0,2.0,False,False,False,False,False,True,False
7656.0,15594651.0,Milani,748.0,38.0,4.0,115221.36,1.0,0.0,1.0,70956.75,0.0,1.6238023330784868,1.0,False,False,True,False,True,False,False
4520.0,15713769.0,Michelides,617.0,38.0,7.0,0.0,1.0,1.0,1.0,27239.28,0.0,0.0,1.0,False,True,True,False,True,False,False
2518.0,15577064.0,Onyekaozulu,592.0,36.0,2.0,104702.65,2.0,1.0,0.0,107948.72,0.0,0.9699205333742412,0.0,True,False,True,False,True,False,False
7958.0,15582149.0,Ts'Ui,850.0,34.0,3.0,129668.43,2.0,1.0,1.0,88743.99,0.0,1.4611352145061933,2.0,True,False,False,True,False,False,False
2886.0,15716024.0,Dennis,660.0,42.0,5.0,0.0,2.0,1.0,0.0,115509.59,0.0,0.0,0.0,False,True,True,False,True,False,False
7283.0,15567860.0,Burrows,581.0,44.0,7.0,189318.16,2.0,1.0,0.0,45026.23,1.0,4.204526016812493,0.0,False,True,False,False,True,False,False
7573.0,15567919.0,Lazarev,586.0,37.0,8.0,167735.69,2.0,0.0,1.0,104665.79,0.0,1.602568398247429,2.0,True,False,True,False,True,False,False
4540.0,15574206.0,Shillito,718.0,37.0,7.0,0.0,2.0,1.0,1.0,55100.09,0.0,0.0,2.0,False,False,False,False,True,False,False
5641.0,15800514.0,Kenechukwu,477.0,24.0,2.0,95675.62,2.0,0.0,0.0,162699.7,1.0,0.5880467631669685,0.0,True,False,False,False,False,False,False
5295.0,15734058.0,Anayochukwu,509.0,32.0,9.0,170661.47,1.0,1.0,1.0,21646.2,0.0,7.883766491740271,1.0,True,False,True,True,False,False,False
3482.0,15644686.0,Kennedy,729.0,34.0,9.0,53299.96,2.0,1.0,1.0,42855.97,0.0,1.2436707494720227,2.0,False,True,False,True,False,False,False
1278.0,15721719.0,Calabresi,743.0,42.0,7.0,77002.2,2.0,1.0,1.0,80428.42,0.0,0.9573884779972304,2.0,False,False,True,False,True,False,False
3147.0,15730688.0,Yu,548.0,28.0,8.0,116755.5,2.0,1.0,1.0,158585.17,1.0,0.7362275033188581,2.0,False,False,False,True,False,False,False
8264.0,15584453.0,Burtch,555.0,32.0,10.0,0.0,2.0,0.0,1.0,168605.96,0.0,0.0,2.0,False,True,True,True,False,False,False
3206.0,15733973.0,Bibi,850.0,42.0,8.0,0.0,1.0,1.0,0.0,19632.64,1.0,0.0,0.0,False,False,False,False,True,False,False
9777.0,15700714.0,Hollis,747.0,29.0,7.0,0.0,2.0,1.0,1.0,141706.43,0.0,0.0,2.0,False,False,True,True,False,False,False
2743.0,15576126.0,Young,649.0,41.0,2.0,125785.23,1.0,1.0,1.0,70523.92,0.0,1.7835572163711777,1.0,False,False,False,False,True,False,False
6078.0,15738588.0,Nebechi,660.0,37.0,2.0,133200.09,1.0,0.0,0.0,71433.88,0.0,1.8646365752976695,0.0,True,False,False,False,True,False,False
4048.0,15656707.0,Ma,720.0,21.0,2.0,123200.78,1.0,1.0,1.0,180712.28,0.0,0.6817472407119167,1.0,False,True,True,False,False,False,False
4922.0,15748414.0,Chiang,526.0,33.0,8.0,114634.63,2.0,1.0,0.0,110114.38,1.0,1.0410410425864216,0.0,False,True,False,True,False,False,False
2946.0,15776348.0,Rogers,835.0,20.0,4.0,124365.42,1.0,0.0,0.0,180197.74,1.0,0.6901569899989312,0.0,True,False,True,False,False,False,False
9566.0,15752294.0,Long,582.0,38.0,9.0,135979.01,3.5,1.0,1.0,76582.95,1.0,1.775554930243217,3.5,False,False,False,False,True,False,False
5501.0,15641877.0,Ross,681.0,47.0,9.0,97023.21,1.0,1.0,1.0,2168.13,0.0,44.7290895428121,1.0,False,False,True,False,True,False,False
9317.0,15766355.0,Lettiere,550.0,49.0,0.0,108806.96,3.0,1.0,0.0,61446.92,1.0,1.7707183579200079,0.0,True,False,True,False,True,False,False
701.0,15803457.0,Hao,750.0,32.0,5.0,0.0,2.0,1.0,0.0,95611.47,0.0,0.0,0.0,False,False,False,True,False,False,False
3575.0,15683375.0,Compton,541.0,32.0,4.0,0.0,1.0,1.0,1.0,114951.42,0.0,0.0,1.0,False,False,False,True,False,False,False
7701.0,15715184.0,Capon,752.0,31.0,4.0,144637.86,2.0,1.0,0.0,40496.72,0.0,3.5715062477591326,0.0,False,True,False,True,False,False,False
2516.0,15744327.0,Ruth,564.0,40.0,4.0,0.0,1.0,1.0,0.0,85455.62,1.0,0.0,0.0,False,False,True,False,True,False,False
3001.0,15584545.0,Aksenov,532.0,40.0,5.0,0.0,2.0,0.0,1.0,177099.71,0.0,0.0,2.0,False,False,False,False,True,False,False
5822.0,15643188.0,Barnett,671.0,47.0,7.0,114603.76,2.0,1.0,0.0,153194.32,1.0,0.7480891713924419,0.0,True,False,False,False,True,False,False
8584.0,15715888.0,Allardyce,591.0,38.0,2.0,142289.28,1.0,0.0,1.0,119638.85,0.0,1.1893134269225512,1.0,False,False,False,False,True,False,False
3685.0,15714006.0,Gardener,482.0,35.0,2.0,133111.73,1.0,0.0,1.0,79957.95,0.0,1.66475085028005,1.0,False,False,False,True,False,False,False
2996.0,15582492.0,Moore,535.0,29.0,2.0,112367.34,1.0,1.0,0.0,185630.76,0.0,0.6053238950058977,0.0,False,False,False,True,False,False,False
4253.0,15787830.0,Bailey,452.0,33.0,7.0,153663.27,1.0,1.0,0.0,111868.23,0.0,1.3735972796094154,0.0,True,False,True,True,False,False,False
3412.0,15815628.0,Moysey,711.0,37.0,8.0,113899.92,1.0,0.0,0.0,80215.2,0.0,1.4199116886613927,0.0,False,False,False,False,True,False,False
5304.0,15645766.0,Kosisochukwu,634.0,25.0,9.0,0.0,2.0,1.0,1.0,8227.91,0.0,0.0,2.0,False,True,True,False,False,False,False
6311.0,15641595.0,Jonathan,685.0,43.0,4.0,97392.18,2.0,1.0,0.0,43956.83,0.0,2.215582070361526,0.0,False,True,True,False,True,False,False
7227.0,15614813.0,Cocci,777.0,46.0,0.0,107362.8,1.0,1.0,0.0,487.3,0.0,219.8705713700594,0.0,True,False,False,False,True,False,False
5014.0,15626795.0,Gorman,672.0,40.0,3.0,0.0,1.0,1.0,0.0,113171.61,1.0,0.0,0.0,False,False,False,False,True,False,False
7752.0,15588535.0,Ts'Ao,750.0,39.0,6.0,0.0,2.0,0.0,0.0,19264.33,0.0,0.0,0.0,False,True,False,False,True,False,False
5636.0,15746662.0,Maduabuchim,568.0,27.0,1.0,116320.68,1.0,0.0,1.0,45563.94,0.0,2.5528548923799743,1.0,False,True,False,True,False,False,False
4049.0,15653715.0,Coates,602.0,62.0,7.0,0.0,2.0,1.0,1.0,56323.21,0.0,0.0,2.0,False,False,False,False,False,True,False
4901.0,15634936.0,Chukwukadibia,735.0,41.0,7.0,179904.0,1.0,1.0,1.0,137180.95,0.0,1.3114261752366108,1.0,False,False,True,False,True,False,False
1319.0,15665077.0,Vogel,598.0,43.0,5.0,0.0,3.0,1.0,1.0,100722.72,1.0,0.0,3.0,False,False,False,False,True,False,False
9581.0,15778838.0,Warren,783.0,38.0,9.0,114135.17,1.0,1.0,0.0,153269.98,0.0,0.7446626230223098,0.0,False,False,True,False,True,False,False
8515.0,15796071.0,Loane,657.0,29.0,7.0,83889.03,1.0,1.0,0.0,153059.62,0.0,0.5480771605393994,0.0,False,True,True,True,False,False,False
7772.0,15715512.0,Hsia,850.0,29.0,1.0,154640.41,1.0,1.0,1.0,164039.51,0.0,0.9426964717434736,1.0,True,False,True,True,False,False,False
1898.0,15735428.0,Talbot,673.0,37.0,0.0,0.0,2.0,0.0,0.0,82351.06,0.0,0.0,0.0,False,True,False,False,True,False,False
7467.0,15586174.0,Brodney,700.0,30.0,4.0,116377.48,1.0,1.0,1.0,134417.31,0.0,0.8657859185999288,1.0,True,False,False,True,False,False,False
604.0,15592387.0,Burke,566.0,30.0,5.0,0.0,1.0,1.0,0.0,54926.51,1.0,0.0,0.0,False,False,True,True,False,False,False
2847.0,15674950.0,Ebelechukwu,544.0,39.0,4.0,142406.43,2.0,1.0,0.0,146637.45,0.0,0.9711397658663193,0.0,True,False,True,False,True,False,False
6568.0,15593425.0,Bracewell,662.0,54.0,1.0,187997.15,1.0,0.0,0.0,111442.71,1.0,1.6869247263932616,0.0,False,True,False,False,False,True,False
394.0,15684548.0,Demidov,556.0,38.0,8.0,0.0,2.0,0.0,0.0,417.41,1.0,0.0,0.0,False,True,True,False,True,False,False
4437.0,15664498.0,Golovanov,508.0,26.0,7.0,205962.0,1.0,1.0,0.0,156424.4,0.0,1.3166787491034064,0.0,False,False,True,True,False,False,False
7496.0,15589541.0,Sutherland,557.0,27.0,2.0,0.0,2.0,0.0,1.0,4497.55,0.0,0.0,2.0,False,False,False,True,False,False,False
6790.0,15809847.0,Tan,668.0,46.0,0.0,0.0,2.0,0.0,0.0,29388.02,0.0,0.0,0.0,False,False,True,False,True,False,False
5400.0,15628904.0,Bowen,733.0,35.0,8.0,102918.38,1.0,1.0,1.0,45959.86,0.0,2.239261406335739,1.0,False,True,True,True,False,False,False
96.0,15699461.0,Fiorentini,515.0,35.0,10.0,176273.95,1.0,0.0,1.0,121277.78,0.0,1.45346077854675,1.0,False,True,True,True,False,False,False
1663.0,15800229.0,Thorpe,695.0,40.0,7.0,139022.24,1.0,0.0,1.0,193383.13,0.0,0.7188916691354145,1.0,True,False,True,False,True,False,False
8973.0,15718780.0,Cox,650.0,32.0,4.0,79450.09,1.0,1.0,1.0,118324.75,0.0,0.6714522409534696,1.0,False,True,False,True,False,False,False
5821.0,15717231.0,Yang,721.0,37.0,4.0,98459.6,1.0,0.0,0.0,90821.66,0.0,1.0840862841938346,0.0,True,False,True,False,True,False,False
1489.0,15625824.0,Kornilova,596.0,30.0,6.0,121345.88,3.5,1.0,0.0,41921.75,1.0,2.894511452612245,0.0,False,True,True,True,False,False,False
8318.0,15670163.0,Verjus,666.0,27.0,4.0,0.0,2.0,0.0,0.0,88751.45,0.0,0.0,0.0,False,False,False,True,False,False,False
2708.0,15628203.0,Pai,637.0,38.0,3.0,104339.56,1.0,0.0,0.0,119882.86,0.0,0.870338676115367,0.0,False,False,False,False,True,False,False
1596.0,15711378.0,Willis,677.0,38.0,4.0,0.0,2.0,1.0,0.0,187800.63,0.0,0.0,0.0,False,False,True,False,True,False,False
9280.0,15573854.0,Chukwujekwu,727.0,62.0,5.0,0.0,2.0,0.0,1.0,38652.96,0.0,0.0,2.0,False,False,True,False,False,True,False
2378.0,15637650.0,Williams,549.0,50.0,9.0,94748.76,2.0,0.0,1.0,13608.18,0.0,6.962121156454686,2.0,False,False,True,False,True,False,False
5951.0,15806808.0,Hope,834.0,57.0,8.0,112281.6,3.0,1.0,0.0,140225.14,1.0,0.8007180401599873,0.0,True,False,False,False,False,True,False
6149.0,15806945.0,Udobata,611.0,30.0,9.0,88594.14,1.0,1.0,0.0,196332.45,0.0,0.4512432293121727,0.0,False,False,False,True,False,False,False
8243.0,15790455.0,Obialo,478.0,50.0,2.0,0.0,1.0,0.0,1.0,93332.64,1.0,0.0,1.0,False,False,False,False,True,False,False
3949.0,15743818.0,Rowley,748.0,58.0,9.0,122330.7,2.0,0.0,1.0,124429.19,0.0,0.9831271655214864,2.0,False,True,True,False,False,True,False
